,Compound Score,Counter,Date,Negative Score,Neutral Score,Positive Score,Source Account,Text
71,0.0,72,Fri Jan 12 03:00:50 +0000 2018,0.0,1.0,0.0,951650148744130561,@MissTeresalam @FoxNews @JoeConchaTV @POTUS Trump’s remarks endanger every American abroad and reduce our standing… https://t.co/BrVnpYoaad
72,-0.6908,73,Fri Jan 12 02:56:59 +0000 2018,0.275,0.725,0.0,951649178542747648,@TomiLahren Speaking of sick. Didn’t @Fox just fire another sexual predator who you won’t talk about @TomiLahren?
73,0.0,74,Fri Jan 12 02:55:04 +0000 2018,0.0,1.0,0.0,951648697653301248,@realDonaldTrump @cnn @msnbc @fox news @SenSchumer @NancyPelosi Why is it that IMMIGRANTS FRM SHITHOLE COUNTRIES SO… https://t.co/WIBLqtyuSU
74,0.7506,75,Fri Jan 12 02:47:48 +0000 2018,0.0,0.67,0.33,951646868345368576,"I love,thr best programa,so epic @Jason_Warrior_ @djkhaled @mega @megan #TheFour. @TheFourOnFOX ohh yeah @FOXTV @fox #TheFour"
75,0.0,76,Fri Jan 12 02:47:03 +0000 2018,0.0,1.0,0.0,951646680264437760,"@TVNewsHQ @JesseBWatters #ShiholePresident
#RacistTrump
#FoxNewsRacismAlert
@Fox News @JesseBWatters
You are HORREN… https://t.co/IPzh08pkIh"
76,0.7269,77,Fri Jan 12 02:38:36 +0000 2018,0.0,0.757,0.243,951644553504686080,"@FOX news won't even utter the phrase that Trump used. 

It was ""shithole country"", Fox. 

Wear it proudly like a b… https://t.co/kbbX3NotbA"
77,-0.4885,78,Fri Jan 12 02:33:59 +0000 2018,0.165,0.835,0.0,951643388897570816,"RT @LaCina52: Hey state owned propaganda @Fox 

Your thoughts on #ShitholePresident comments on #ShitHoleCountries

We'll wait!!!!

#TheRes…"
78,-0.4885,79,Fri Jan 12 02:32:34 +0000 2018,0.185,0.815,0.0,951643034923536384,"Hey state owned propaganda @Fox 

Your thoughts on #ShitholePresident comments on #ShitHoleCountries

We'll wait!!!!

#TheResistance"
79,0.0,80,Fri Jan 12 02:31:07 +0000 2018,0.0,1.0,0.0,951642669113016321,RT @kodaklens: Who’s watching #TheFour on @Fox with my bros @Diddy &amp; @djkhaled ??
80,0.0,81,Fri Jan 12 02:30:03 +0000 2018,0.0,1.0,0.0,951642399767396352,RT @kodaklens: Who’s watching #TheFour on @Fox with my bros @Diddy &amp; @djkhaled ??
81,0.0,82,Fri Jan 12 02:28:12 +0000 2018,0.0,1.0,0.0,951641935973765125,"@fox take right now:
""Trump is authentic, warts and all""

That was all I could take, turned back to the Gorilla Channel"
82,0.0,83,Fri Jan 12 02:24:28 +0000 2018,0.0,1.0,0.0,951640994994380800,RT @kodaklens: Who’s watching #TheFour on @Fox with my bros @Diddy &amp; @djkhaled ??
83,-0.5994,84,Fri Jan 12 02:22:50 +0000 2018,0.246,0.754,0.0,951640584149757952,"BREAKING NEWS : LA Times, four women who worked for @DailyCaller accuse @TuckerCarlson of gross sexual hassasment.… https://t.co/kOTbRGffTK"
84,0.4199,85,Fri Jan 12 02:22:38 +0000 2018,0.0,0.798,0.202,951640533444841472,@kodaklens @fox @Diddy @djkhaled I got some heat id like to show you!
85,0.0,86,Fri Jan 12 02:21:52 +0000 2018,0.0,1.0,0.0,951640341819502594,@Fox andfriends https://t.co/A2pd2Ixj3M
86,0.0516,87,Fri Jan 12 02:20:12 +0000 2018,0.074,0.844,0.082,951639920078180352,"@CNN @MSNBC @CBS @ABC @NBC @FOX, SOMEHOW&lt; you ignore all of the good, BUT have 10K newsbreaks because he spoke the… https://t.co/OOlW3aecHQ"
87,0.0,88,Fri Jan 12 02:19:02 +0000 2018,0.0,1.0,0.0,951639627701596160,.@CBS @ABC @NBC @MSNBC @CNN #CNNisISIS @PBS @FOX @NYTimes @washingtonpost @HuffPostPol #NewYork #LosAngeles https://t.co/tGVsP9xlEQ
88,0.0,89,Fri Jan 12 02:18:04 +0000 2018,0.0,1.0,0.0,951639385279262720,RT @kodaklens: Who’s watching #TheFour on @Fox with my bros @Diddy &amp; @djkhaled ??
89,0.0,90,Fri Jan 12 02:14:27 +0000 2018,0.0,1.0,0.0,951638474230255616,RT @kodaklens: Who’s watching #TheFour on @Fox with my bros @Diddy &amp; @djkhaled ??
90,0.0,91,Fri Jan 12 02:13:55 +0000 2018,0.0,1.0,0.0,951638341031636992,RT @kodaklens: Who’s watching #TheFour on @Fox with my bros @Diddy &amp; @djkhaled ??
91,0.0,92,Fri Jan 12 02:12:26 +0000 2018,0.0,1.0,0.0,951637965796708359,RT @kodaklens: Who’s watching #TheFour on @Fox with my bros @Diddy &amp; @djkhaled ??
92,0.0,93,Fri Jan 12 02:12:09 +0000 2018,0.0,1.0,0.0,951637895441502214,RT @kodaklens: Who’s watching #TheFour on @Fox with my bros @Diddy &amp; @djkhaled ??
93,0.0,94,Fri Jan 12 02:10:58 +0000 2018,0.0,1.0,0.0,951637599113932801,RT @kodaklens: Who’s watching #TheFour on @Fox with my bros @Diddy &amp; @djkhaled ??
94,-0.3956,95,Fri Jan 12 02:10:02 +0000 2018,0.285,0.586,0.129,951637364421677057,@kodaklens @fox @Diddy @djkhaled Everyone!  The show is tough!  No joke!  A game only!
95,0.0,96,Fri Jan 12 02:09:36 +0000 2018,0.0,1.0,0.0,951637251703713792,RT @kodaklens: Who’s watching #TheFour on @Fox with my bros @Diddy &amp; @djkhaled ??
96,0.4019,97,Fri Jan 12 02:08:43 +0000 2018,0.0,0.69,0.31,951637031003807746,"@kodaklens @fox @Diddy @djkhaled Yes, I'm watching"
97,0.0,98,Fri Jan 12 02:08:17 +0000 2018,0.0,1.0,0.0,951636920387321856,Who’s watching #TheFour on @Fox with my bros @Diddy &amp; @djkhaled ??
98,-0.6962,99,Fri Jan 12 02:04:27 +0000 2018,0.178,0.822,0.0,951635956922241024,@FoxNews @BarackObama MORE MADE UP FAKE NEWS BY FOX - WE ALL KNOW THE BOOMING ECONOMY IS ALL DUE TO PRES TRUMP - RE… https://t.co/s6LqDF8SkP
99,-0.6428,100,Fri Jan 12 02:02:37 +0000 2018,0.183,0.817,0.0,951635495880134656,"@AP Trump gets his ""daily briefings"" from @Fox&amp;Friends, couldnt make this shit up. Imagine a President of the US ge… https://t.co/pUQ4MwWg1v"
